rental_id,product_id,customer_id,rental_start,rental_due,rental_returned,daily_rate_eur,deposit_eur,days_held,total_charged,status
945,1558,462,2024-01-08,2024-01-13,2024-01-15,1.01,50.25,7,17.07,returned
946,960,44,2024-01-16,2024-01-29,2024-01-29,2.1,131.25,13,27.3,returned
947,960,695,2024-01-30,2024-02-24,2024-02-23,2.1,131.25,24,50.4,returned
948,80,484,2024-01-19,2024-02-09,2024-02-07,7.6,422.5,19,144.4,returned
949,745,156,2024-01-18,2024-02-26,2024-02-26,8.24,515.0,39,321.36,returned
950,1876,323,2024-01-28,2024-01-31,2024-01-31,12.32,440.0,3,36.96,returned
951,1876,572,2024-02-01,2024-02-03,2024-02-02,12.32,440.0,1,12.32,returned
952,1021,491,2024-01-17,2024-01-23,2024-01-23,6.4,295.5,6,38.4,returned
953,1362,417,2024-01-27,2024-02-17,2024-02-16,1.94,83.25,20,38.8,returned
954,1362,174,2024-02-17,2024-04-05,2024-04-04,1.94,83.25,47,91.18,returned
955,1877,575,2024-01-06,2024-01-07,2024-01-07,33.95,1212.5,1,33.95,returned
956,234,511,2024-01-06,2024-01-20,2024-01-19,9.02,501.25,13,117.26,returned
957,1778,259,2024-01-15,2024-01-18,2024-01-17,23.91,853.75,2,47.82,returned
958,309,431,2024-01-16,2024-01-21,,8.64,432.0,90,1890.0,not_returned
959,28,380,2024-01-23,2024-02-03,2024-02-01,6.91,383.75,9,62.19,returned
960,159,111,2024-01-11,2024-01-21,2024-01-20,6.82,378.75,9,61.38,returned
961,1760,670,2024-01-12,2024-01-15,2024-01-14,28.04,1001.25,2,56.08,returned
962,1760,762,2024-01-27,2024-01-30,2024-01-30,28.04,1001.25,3,84.12,returned
963,742,66,2024-01-27,2024-02-26,,5.0,312.5,90,1925.0,not_returned
964,280,175,2024-01-23,2024-02-11,2024-02-09,5.22,290.0,17,88.74,returned
965,1633,628,2024-01-04,2024-01-11,2024-01-13,0.2,9.75,9,11.8,returned
966,876,36,2024-01-11,2024-02-06,2024-02-05,11.7,731.25,25,292.5,returned
967,643,333,2024-01-26,2024-02-02,2024-02-01,2.06,75.0,6,12.36,returned
968,631,46,2024-01-15,2024-01-24,2024-01-22,2.86,104.0,7,20.02,returned
969,633,447,2024-01-02,2024-01-13,2024-01-13,3.52,128.0,11,38.72,returned
970,505,489,2024-01-25,2024-01-27,2024-02-05,2.92,106.0,11,99.62,returned
971,567,521,2024-01-20,2024-01-28,2024-01-26,2.06,75.0,6,12.36,returned
972,567,435,2024-01-27,2024-02-10,2024-02-14,2.06,75.0,18,67.08,returned
973,635,608,2024-01-11,2024-01-22,2024-01-22,3.46,126.0,11,38.06,returned
974,635,304,2024-01-23,2024-02-01,2024-01-31,3.46,126.0,8,27.68,returned
975,997,89,2024-01-21,2024-01-25,2024-01-23,7.96,367.5,2,15.92,returned
976,641,469,2024-01-07,2024-01-08,2024-01-08,3.77,137.0,1,3.77,returned
977,947,413,2024-01-19,2024-02-26,2024-02-25,9.16,572.5,37,338.92,returned
978,947,5,2024-02-26,2024-03-15,2024-03-14,9.16,572.5,17,155.72,returned
979,1575,544,2024-01-11,2024-01-22,2024-01-21,0.6,30.0,10,6.0,returned
980,1575,749,2024-01-28,2024-02-07,2024-02-05,0.6,30.0,8,4.8,returned
981,869,211,2024-01-07,2024-01-24,2024-01-24,5.94,371.25,17,100.98,returned
982,1849,698,2024-01-07,2024-01-11,2024-01-16,12.36,441.25,9,148.74,returned
983,7,294,2024-01-05,2024-01-22,2024-01-21,10.01,556.25,16,160.16,returned
984,721,644,2024-01-17,2024-02-14,2024-02-13,7.14,446.25,27,192.78,returned
985,181,582,2024-01-23,2024-02-09,,5.71,317.5,90,1945.0,not_returned
986,1238,142,2024-01-17,2024-02-05,2024-02-12,2.96,126.75,26,97.96,returned
987,590,481,2024-01-15,2024-01-20,,3.13,114.0,90,1245.0,not_returned
988,339,323,2024-01-09,2024-01-11,2024-01-10,10.62,531.0,1,10.62,returned
989,1370,437,2024-01-07,2024-02-08,2024-02-08,0.89,38.25,32,28.48,returned
990,15,750,2024-01-12,2024-01-27,2024-01-26,7.18,398.75,14,100.52,returned
991,957,369,2024-01-25,2024-02-13,2024-02-11,11.08,692.5,17,188.36,returned
992,1677,629,2024-01-17,2024-02-04,2024-02-04,0.15,7.5,18,2.7,returned
993,1059,322,2024-01-26,2024-02-05,2024-02-05,11.7,540.0,10,117.0,returned
994,1059,796,2024-02-06,2024-02-15,2024-02-13,11.7,540.0,7,81.9,returned
995,547,431,2024-01-05,2024-01-13,2024-01-11,2.39,87.0,6,14.34,returned
996,892,109,2024-01-25,2024-02-16,,11.58,723.75,90,3570.0,not_returned
997,1688,108,2024-01-13,2024-01-29,2024-01-29,0.7,35.25,16,11.2,returned
998,1562,41,2024-01-09,2024-01-30,2024-02-01,0.77,38.25,23,27.71,returned
999,1562,388,2024-02-02,2024-02-21,2024-02-20,0.77,38.25,18,13.86,returned
1000,1103,116,2024-02-20,2024-02-28,2024-02-26,11.8,544.5,6,70.8,returned
1001,1820,653,2024-02-08,2024-02-10,2024-02-10,33.56,1198.75,2,67.12,returned
1002,1820,623,2024-02-11,2024-02-15,2024-02-15,33.56,1198.75,4,134.24,returned
1003,1820,589,2024-02-16,2024-02-18,2024-02-17,33.56,1198.75,1,33.56,returned
1004,934,372,2024-02-11,2024-03-07,2024-03-05,10.74,671.25,23,247.02,returned
1005,1425,87,2024-02-15,2024-03-23,2024-03-21,2.87,123.0,35,100.45,returned
1006,553,143,2024-02-27,2024-03-07,2024-03-17,2.8,102.0,19,128.2,returned
1007,1833,420,2024-02-21,2024-02-24,2024-02-24,22.71,811.25,3,68.13,returned
1008,370,518,2024-02-24,2024-02-28,2024-02-29,3.39,169.5,5,21.95,returned
1009,476,642,2024-02-06,2024-02-19,2024-02-26,3.52,128.0,20,122.9,returned
1010,1188,635,2024-02-11,2024-02-15,2024-02-13,4.68,216.0,2,9.36,returned
1011,1188,584,2024-02-15,2024-02-20,2024-02-18,4.68,216.0,3,14.04,returned
1012,723,39,2024-02-27,2024-03-21,2024-03-30,7.76,485.0,32,315.82,returned
1013,527,389,2024-02-01,2024-02-09,2024-02-08,2.67,97.0,7,18.69,returned
1014,1582,378,2024-02-06,2024-02-15,2024-02-13,0.45,22.5,7,3.15,returned
1015,1070,161,2024-02-13,2024-02-20,2024-02-18,16.05,741.0,5,80.25,returned
1016,545,219,2024-02-07,2024-02-14,2024-02-14,3.66,133.0,7,25.62,returned
1017,343,758,2024-02-28,2024-03-03,2024-03-02,3.96,198.0,3,11.88,returned
1018,174,364,2024-02-16,2024-02-23,2024-02-22,10.15,563.75,6,60.9,returned
1019,174,544,2024-02-23,2024-03-11,,10.15,563.75,90,2930.0,not_returned
1020,1171,629,2024-02-13,2024-02-17,2024-02-17,13.94,643.5,4,55.76,returned
1021,847,87,2024-02-26,2024-03-18,2024-03-16,7.92,495.0,19,150.48,returned
1022,599,162,2024-02-19,2024-03-01,2024-03-01,1.46,53.0,11,16.06,returned
1023,482,103,2024-02-08,2024-02-16,2024-02-14,3.24,118.0,6,19.44,returned
1024,1355,771,2024-02-28,2024-03-08,,2.4,102.75,90,955.0,not_returned
1025,59,259,2024-02-08,2024-02-27,,11.02,612.5,90,3125.0,not_returned
1026,1753,287,2024-02-02,2024-02-04,2024-02-03,2.56,91.25,1,2.56,returned
1027,615,414,2024-02-14,2024-02-16,2024-02-15,2.09,76.0,1,2.09,returned
1028,1864,5,2024-02-25,2024-02-26,,26.04,930.0,90,4395.0,not_returned
1029,1357,168,2024-02-17,2024-03-24,2024-03-23,1.56,66.75,35,54.6,returned
1030,976,360,2024-02-10,2024-03-02,2024-03-11,6.56,410.0,30,264.3,returned
1031,241,146,2024-02-15,2024-03-02,2024-03-01,2.92,162.5,15,43.8,returned
1032,1720,145,2024-02-19,2024-02-22,2024-02-22,32.09,1146.25,3,96.27,returned
1033,5,649,2024-02-17,2024-03-07,2024-03-06,5.83,323.75,18,104.94,returned
1034,1731,565,2024-02-13,2024-02-17,2024-02-16,7.04,251.25,3,21.12,returned
1035,938,477,2024-02-24,2024-03-15,2024-03-15,11.46,716.25,20,229.2,returned
1036,938,539,2024-03-16,2024-04-09,2024-04-14,11.46,716.25,29,369.84,returned
1037,993,800,2024-02-01,2024-02-06,2024-02-05,20.86,963.0,4,83.44,returned
1038,107,308,2024-02-22,2024-03-06,2024-03-04,5.83,323.75,11,64.13,returned
1039,1479,330,2024-02-20,2024-03-05,2024-03-03,1.01,50.25,12,12.12,returned
1040,610,470,2024-02-27,2024-03-08,2024-03-07,1.48,54.0,9,13.32,returned
1041,1337,494,2024-02-01,2024-03-09,2024-03-07,2.24,96.0,35,78.4,returned
1042,234,170,2024-02-18,2024-02-28,2024-02-27,9.02,501.25,9,81.18,returned
1043,1142,189,2024-02-08,2024-02-15,2024-02-18,21.06,972.0,10,225.6,returned
1044,1129,747,2024-02-02,2024-02-04,2024-02-15,5.17,238.5,13,122.21,returned
1045,1832,484,2024-02-07,2024-02-08,2024-02-18,24.39,871.25,11,343.29,returned
1046,1832,4,2024-02-19,2024-02-21,2024-02-21,24.39,871.25,2,48.78,returned
1047,398,33,2024-02-26,2024-03-01,2024-03-01,3.03,151.5,4,12.12,returned
1048,640,251,2024-02-25,2024-03-05,2024-03-03,1.48,54.0,7,10.36,returned
1049,640,723,2024-03-04,2024-03-09,2024-03-07,1.48,54.0,3,4.44,returned
1050,219,134,2024-02-12,2024-02-27,2024-02-25,2.43,135.0,13,31.59,returned
1051,1281,590,2024-02-14,2024-03-05,2024-03-05,0.39,16.5,20,7.8,returned
1052,1745,515,2024-02-11,2024-02-13,2024-02-13,15.02,536.25,2,30.04,returned
1053,1769,14,2024-02-25,2024-02-27,2024-02-27,22.47,802.5,2,44.94,returned
1054,795,723,2024-02-25,2024-03-06,2024-03-05,10.7,668.75,9,96.3,returned
1055,785,586,2024-02-06,2024-02-23,2024-02-21,7.76,485.0,15,116.4,returned
1056,1146,789,2024-02-10,2024-02-11,2024-02-21,10.72,495.0,11,167.92,returned
1057,1573,520,2024-02-01,2024-02-21,2024-02-24,0.15,7.5,23,18.45,returned
1058,435,509,2024-02-22,2024-02-27,2024-02-29,1.59,79.5,7,21.13,returned
1059,620,552,2024-02-21,2024-02-28,2024-02-26,3.41,124.0,5,17.05,returned
1060,620,443,2024-02-27,2024-03-08,2024-03-08,3.41,124.0,10,34.1,returned
1061,581,662,2024-02-28,2024-03-09,2024-03-09,3.68,134.0,10,36.8,returned
1062,853,468,2024-02-27,2024-03-19,2024-03-17,9.6,600.0,19,182.4,returned
1063,766,327,2024-02-11,2024-03-02,,5.88,367.5,90,2145.0,not_returned
1064,624,460,2024-02-28,2024-03-12,2024-03-12,2.67,97.0,13,34.71,returned
1065,430,642,2024-02-08,2024-02-13,,11.19,559.5,90,2315.0,not_returned
1066,1325,373,2024-03-24,2024-04-25,2024-04-27,1.4,60.0,34,53.6,returned
1067,682,573,2024-03-20,2024-04-02,2024-04-02,10.76,672.5,13,139.88,returned
1068,1729,222,2024-03-23,2024-03-26,2024-04-01,6.16,220.0,9,100.44,returned
1069,1445,542,2024-03-16,2024-04-23,2024-04-22,2.4,102.75,37,88.8,returned
1070,392,678,2024-03-18,2024-03-23,2024-03-22,6.66,333.0,4,26.64,returned
1071,1021,202,2024-03-22,2024-03-24,2024-04-01,6.4,295.5,10,104.0,returned
1072,492,370,2024-03-09,2024-03-17,2024-03-15,3.41,124.0,6,20.46,returned
1073,799,464,2024-03-05,2024-03-31,2024-04-09,2.2,137.5,35,144.5,returned
1074,799,164,2024-04-10,2024-04-20,2024-04-20,2.2,137.5,10,22.0,returned
1075,1818,522,2024-03-01,2024-03-03,2024-03-02,13.83,493.75,1,13.83,returned
1076,1114,39,2024-03-04,2024-03-10,2024-03-09,4.16,192.0,5,20.8,returned
1077,101,6,2024-03-27,2024-04-01,2024-03-30,5.6,311.25,3,16.8,returned
1078,919,662,2024-03-11,2024-03-29,2024-04-04,5.02,313.75,24,165.48,returned
1079,422,106,2024-03-22,2024-03-28,2024-03-27,11.07,553.5,5,55.35,returned
1080,358,367,2024-03-11,2024-03-13,2024-03-12,5.13,256.5,1,5.13,returned
1081,1775,178,2024-03-05,2024-03-08,2024-03-16,4.76,170.0,11,112.36,returned
1082,1474,86,2024-03-04,2024-03-19,2024-03-19,0.24,12.0,15,3.6,returned
1083,1856,474,2024-03-09,2024-03-11,2024-03-10,28.7,1025.0,1,28.7,returned
1084,957,322,2024-03-04,2024-03-31,2024-03-30,11.08,692.5,26,288.08,returned
1085,1851,375,2024-03-09,2024-03-10,2024-03-11,26.81,957.5,2,61.12,returned
1086,669,371,2024-03-23,2024-04-07,2024-04-06,10.26,641.25,14,143.64,returned
1087,781,107,2024-03-17,2024-04-14,2024-04-12,6.78,423.75,26,176.28,returned
1088,1013,434,2024-03-22,2024-04-04,,3.83,177.0,90,1040.0,not_returned
1089,1091,23,2024-03-07,2024-03-17,2024-03-16,18.23,841.5,9,164.07,returned
1090,1091,393,2024-03-17,2024-03-26,2024-03-26,18.23,841.5,9,164.07,returned
1091,1091,511,2024-03-27,2024-04-03,2024-04-01,18.23,841.5,5,91.15,returned
1092,1795,342,2024-03-10,2024-03-14,2024-03-27,15.05,537.5,17,353.35,returned
1093,1356,507,2024-03-04,2024-03-20,2024-03-18,1.45,62.25,14,20.3,returned
1094,1253,420,2024-03-01,2024-04-09,2024-04-07,1.59,68.25,37,58.83,returned
1095,1576,551,2024-03-17,2024-03-26,2024-03-25,0.24,12.0,8,1.92,returned
1096,1254,470,2024-03-05,2024-04-09,2024-04-20,1.47,63.0,46,100.62,returned
1097,1254,487,2024-04-21,2024-05-26,2024-05-25,1.47,63.0,34,49.98,returned
1098,1254,248,2024-05-26,2024-06-10,2024-06-08,1.47,63.0,13,19.11,returned
1099,1073,672,2024-03-11,2024-03-18,2024-03-17,13.65,630.0,6,81.9,returned
1100,1073,560,2024-03-23,2024-03-29,2024-04-05,13.65,630.0,13,212.45,returned
1101,1765,687,2024-03-22,2024-03-25,2024-03-24,16.94,605.0,2,33.88,returned
1102,1598,611,2024-03-16,2024-03-26,2024-03-25,1.01,50.25,9,9.09,returned
1103,1304,337,2024-03-09,2024-04-29,2024-05-08,1.05,45.0,60,90.0,returned
1104,638,614,2024-03-11,2024-03-22,2024-03-21,2.09,76.0,10,20.9,returned
1105,657,171,2024-03-06,2024-03-17,2024-03-15,2.25,82.0,9,20.25,returned
1106,325,417,2024-03-01,2024-03-06,2024-03-04,1.68,84.0,3,5.04,returned
1107,1409,409,2024-03-12,2024-04-15,2024-04-14,1.98,84.75,33,65.34,returned
1108,1703,225,2024-03-23,2024-03-26,2024-04-02,4.17,148.75,10,94.2,returned
1109,1350,242,2024-03-21,2024-04-08,2024-04-07,0.61,26.25,17,10.37,returned
1110,1350,82,2024-04-08,2024-05-06,2024-05-20,0.61,26.25,42,67.62,returned
1111,1853,184,2024-03-08,2024-03-10,2024-03-10,15.96,570.0,2,31.92,returned
1112,1159,514,2024-03-09,2024-03-16,2024-03-14,19.76,912.0,5,98.8,returned
1113,1159,142,2024-03-24,2024-04-01,2024-03-31,19.76,912.0,7,138.32,returned
1114,1159,362,2024-04-01,2024-04-09,2024-04-07,19.76,912.0,6,118.56,returned
1115,1159,730,2024-04-08,2024-04-14,2024-04-12,19.76,912.0,4,79.04,returned
1116,752,744,2024-03-15,2024-04-13,2024-04-11,10.14,633.75,27,273.78,returned
1117,349,787,2024-03-27,2024-03-30,2024-04-13,8.61,430.5,17,216.37,returned
1118,1453,691,2024-03-16,2024-04-09,,0.49,21.0,90,410.0,not_returned
1119,540,678,2024-03-08,2024-03-14,2024-03-14,2.2,80.0,6,13.2,returned
1120,490,1,2024-03-02,2024-03-11,2024-03-09,1.54,56.0,7,10.78,returned
1121,490,75,2024-03-11,2024-03-20,2024-03-19,1.54,56.0,8,12.32,returned
1122,776,80,2024-03-28,2024-04-27,2024-04-27,5.78,361.25,30,173.4,returned
1123,546,563,2024-03-28,2024-04-05,2024-04-04,3.66,133.0,7,25.62,returned
1124,683,543,2024-03-23,2024-04-17,2024-04-16,7.34,458.75,24,176.16,returned
1125,1312,325,2024-03-21,2024-04-27,2024-04-27,0.3,12.75,37,11.1,returned
1126,1312,719,2024-04-28,2024-05-17,2024-05-17,0.3,12.75,19,5.7,returned
1127,481,274,2024-03-22,2024-03-28,2024-03-26,3.08,112.0,4,12.32,returned
1128,721,157,2024-03-15,2024-04-07,2024-04-18,7.14,446.25,34,325.26,returned
1129,650,551,2024-03-19,2024-04-03,2024-04-02,3.49,127.0,14,48.86,returned
1130,1825,227,2024-03-15,2024-03-18,2024-03-17,3.96,141.25,2,7.92,returned
1131,1825,681,2024-03-25,2024-03-28,2024-03-28,3.96,141.25,3,11.88,returned
1132,1207,589,2024-03-28,2024-04-19,2024-04-17,1.49,63.75,20,29.8,returned
1133,1314,267,2024-03-14,2024-04-30,2024-04-30,0.19,8.25,47,8.93,returned
1134,245,653,2024-03-23,2024-04-14,2024-04-14,1.44,80.0,22,31.68,returned
1135,53,749,2024-03-05,2024-03-13,2024-03-23,5.65,313.75,18,176.7,returned
1136,1009,184,2024-03-06,2024-03-16,2024-03-29,22.49,1038.0,23,582.27,returned
1137,461,256,2024-03-21,2024-03-26,2024-04-04,2.01,73.0,14,95.64,returned
1138,461,330,2024-04-05,2024-04-18,2024-04-16,2.01,73.0,11,22.11,returned
1139,103,167,2024-03-01,2024-03-08,2024-03-07,1.93,107.5,6,11.58,returned
1140,57,746,2024-03-23,2024-04-06,2024-04-04,4.39,243.75,12,52.68,returned
1141,927,4,2024-03-12,2024-04-05,2024-04-03,9.36,585.0,22,205.92,returned
1142,1080,358,2024-03-23,2024-04-02,2024-04-06,10.69,493.5,14,169.66,returned
1143,1652,675,2024-03-14,2024-03-31,2024-03-29,0.53,26.25,15,7.95,returned
1144,1784,419,2024-03-19,2024-03-21,2024-03-20,20.41,728.75,1,20.41,returned
1145,1784,80,2024-03-27,2024-03-29,2024-03-28,20.41,728.75,1,20.41,returned
1146,1707,195,2024-03-09,2024-03-11,2024-03-11,34.37,1227.5,2,68.74,returned
1147,724,667,2024-03-10,2024-03-28,2024-03-28,9.86,616.25,18,177.48,returned
1148,1715,358,2024-04-02,2024-04-05,2024-04-11,25.06,895.0,9,270.54,returned
1149,1645,775,2024-04-05,2024-04-14,2024-04-14,1.12,56.25,9,10.08,returned
1150,640,105,2024-04-14,2024-04-15,2024-04-15,1.48,54.0,1,1.48,returned
1151,640,584,2024-04-20,2024-04-28,2024-04-26,1.48,54.0,6,8.88,returned
1152,569,409,2024-04-24,2024-05-05,2024-05-03,2.8,102.0,9,25.2,returned
1153,1187,542,2024-04-22,2024-05-02,2024-05-14,4.03,186.0,22,148.66,returned
1154,1746,184,2024-04-05,2024-04-06,2024-04-06,28.42,1015.0,1,28.42,returned
1155,937,496,2024-04-09,2024-05-07,,3.24,202.5,90,1485.0,not_returned
1156,1058,28,2024-04-19,2024-04-22,2024-05-02,19.34,892.5,13,301.42,returned
1157,627,219,2024-04-12,2024-04-27,2024-04-25,2.56,93.0,13,33.28,returned
1158,1579,303,2024-04-16,2024-04-20,2024-04-19,0.56,27.75,3,1.68,returned
1159,819,305,2024-04-27,2024-05-31,2024-06-05,2.34,146.25,39,128.76,returned
1160,819,485,2024-06-06,2024-07-05,2024-07-04,2.34,146.25,28,65.52,returned
1161,1390,30,2024-04-23,2024-05-18,,1.28,54.75,90,635.0,not_returned
1162,1375,26,2024-04-22,2024-04-29,,1.52,65.25,90,705.0,not_returned
1163,67,341,2024-04-08,2024-04-12,,8.28,460.0,90,2515.0,not_returned
1164,1784,240,2024-04-16,2024-04-18,2024-04-19,20.41,728.75,3,68.73,returned
1165,1784,99,2024-04-20,2024-04-23,2024-04-21,20.41,728.75,1,20.41,returned
1166,490,226,2024-04-05,2024-04-13,2024-04-11,1.54,56.0,6,9.24,returned
1167,849,707,2024-04-26,2024-05-11,2024-05-10,10.44,652.5,14,146.16,returned
1168,271,575,2024-04-18,2024-04-24,2024-04-22,1.96,108.75,4,7.84,returned
1169,1782,610,2024-04-25,2024-04-27,2024-04-26,23.7,846.25,1,23.7,returned
1170,681,151,2024-04-08,2024-05-11,2024-05-10,10.2,637.5,32,326.4,returned
1171,812,269,2024-04-12,2024-05-02,2024-05-02,2.8,175.0,20,56.0,returned
1172,1004,285,2024-04-04,2024-04-07,2024-04-07,15.37,709.5,3,46.11,returned
1173,1004,322,2024-04-13,2024-04-18,2024-04-26,15.37,709.5,13,239.81,returned
1174,197,37,2024-04-25,2024-05-07,,5.11,283.75,90,1810.0,not_returned
1175,292,382,2024-04-15,2024-04-16,2024-04-16,5.88,294.0,1,5.88,returned
1176,1521,692,2024-04-19,2024-05-12,,0.73,36.75,90,695.0,not_returned
1177,838,94,2024-04-23,2024-05-04,2024-05-03,1.7,106.25,10,17.0,returned
1178,485,544,2024-04-24,2024-05-01,,2.09,76.0,90,1055.0,not_returned
1179,999,638,2024-04-01,2024-04-15,2024-04-14,5.23,241.5,13,67.99,returned
1180,530,778,2024-04-23,2024-05-04,2024-05-02,3.57,130.0,9,32.13,returned
1181,1070,417,2024-04-01,2024-04-06,2024-04-06,16.05,741.0,5,80.25,returned
1182,1706,691,2024-04-21,2024-04-23,2024-04-22,25.52,911.25,1,25.52,returned
1183,877,637,2024-04-13,2024-05-06,2024-05-06,8.1,506.25,23,186.3,returned
1184,1235,148,2024-04-15,2024-05-07,2024-05-05,0.35,15.0,20,7.0,returned
1185,1820,61,2024-04-08,2024-04-13,,33.56,1198.75,90,5470.0,not_returned
1186,769,233,2024-04-13,2024-04-14,2024-04-14,7.3,456.25,1,7.3,returned
1187,769,142,2024-04-15,2024-05-02,2024-05-01,7.3,456.25,16,116.8,returned
1188,634,615,2024-04-16,2024-04-27,2024-04-26,3.55,129.0,10,35.5,returned
1189,1651,221,2024-04-10,2024-04-20,2024-04-19,0.23,11.25,9,2.07,returned
1190,555,420,2024-04-02,2024-04-12,2024-04-11,2.5,91.0,9,22.5,returned
1191,191,374,2024-04-13,2024-04-30,2024-04-30,9.76,542.5,17,165.92,returned
1192,1244,212,2024-04-26,2024-05-19,2024-05-19,1.08,46.5,23,24.84,returned
1193,265,52,2024-04-06,2024-04-19,2024-04-19,6.66,370.0,13,86.58,returned
1194,1272,427,2024-04-01,2024-04-26,2024-04-25,2.22,95.25,24,53.28,returned
1195,1813,791,2024-04-28,2024-05-01,2024-04-29,34.79,1242.5,1,34.79,returned
1196,1813,605,2024-04-30,2024-05-02,2024-05-01,34.79,1242.5,1,34.79,returned
1197,706,224,2024-04-13,2024-05-04,,8.62,538.75,90,2830.0,not_returned
1198,464,502,2024-04-10,2024-04-22,2024-04-21,2.69,98.0,11,29.59,returned
1199,854,678,2024-04-21,2024-05-14,2024-05-14,10.04,627.5,23,230.92,returned
1200,276,719,2024-04-21,2024-05-08,2024-05-07,6.21,345.0,16,99.36,returned
1201,1482,629,2024-04-23,2024-05-04,2024-05-02,0.49,24.75,9,4.41,returned
1202,1148,79,2024-04-03,2024-04-07,2024-04-05,16.09,742.5,2,32.18,returned
1203,758,432,2024-04-18,2024-05-06,2024-05-10,2.68,167.5,22,88.96,returned
1204,1831,204,2024-04-15,2024-04-18,2024-04-18,20.89,746.25,3,62.67,returned
1205,790,500,2024-04-15,2024-05-04,2024-05-17,11.12,695.0,32,453.34,returned
1206,1103,140,2024-04-12,2024-04-17,2024-04-16,11.8,544.5,4,47.2,returned
1207,1743,651,2024-04-04,2024-04-07,2024-04-07,30.45,1087.5,3,91.35,returned
1208,612,467,2024-04-24,2024-05-08,2024-05-07,1.79,65.0,13,23.27,returned
1209,612,290,2024-05-08,2024-05-18,2024-05-17,1.79,65.0,9,16.11,returned
1210,612,729,2024-05-18,2024-05-26,2024-05-25,1.79,65.0,7,12.53,returned
1211,1221,654,2024-04-05,2024-05-01,2024-05-07,1.35,57.75,32,61.2,returned
1212,1271,238,2024-04-19,2024-05-24,2024-05-22,2.85,122.25,33,94.05,returned
1213,371,308,2024-04-21,2024-04-25,2024-04-24,8.88,444.0,3,26.64,returned
1214,785,792,2024-04-20,2024-05-11,2024-05-10,7.76,485.0,20,155.2,returned
1215,785,745,2024-05-11,2024-06-03,2024-06-02,7.76,485.0,22,170.72,returned
1216,214,360,2024-04-11,2024-04-28,2024-04-28,10.73,596.25,17,182.41,returned
1217,214,489,2024-04-29,2024-05-11,2024-05-21,10.73,596.25,22,311.06,returned
1218,647,704,2024-04-15,2024-04-23,2024-04-22,2.83,103.0,7,19.81,returned
1219,579,451,2024-04-19,2024-04-27,2024-04-25,2.23,81.0,6,13.38,returned
1220,175,460,2024-04-11,2024-04-18,2024-04-18,1.48,82.5,7,10.36,returned
1221,1722,413,2024-04-07,2024-04-10,2024-04-09,17.89,638.75,2,35.78,returned
1222,1470,580,2024-04-11,2024-04-30,2024-04-30,1.11,55.5,19,21.09,returned
1223,1622,500,2024-04-20,2024-04-26,,0.97,48.75,90,775.0,not_returned
1224,611,165,2024-04-14,2024-04-27,2024-04-27,2.39,87.0,13,31.07,returned
1225,1506,755,2024-04-09,2024-04-20,2024-04-20,0.95,47.25,11,10.45,returned
1226,802,657,2024-04-22,2024-05-04,2024-05-03,11.86,741.25,11,130.46,returned
1227,976,791,2024-04-23,2024-05-15,2024-05-22,6.56,410.0,29,242.74,returned
1228,1793,92,2024-04-05,2024-04-06,2024-04-09,20.27,723.75,4,103.58,returned
1229,607,389,2024-04-26,2024-04-29,2024-04-28,2.47,90.0,2,4.94,returned
1230,1765,652,2024-05-04,2024-05-06,,16.94,605.0,90,3095.0,not_returned
1231,1618,712,2024-05-04,2024-05-22,2024-05-20,0.7,35.25,16,11.2,returned
1232,1535,515,2024-05-19,2024-05-31,2024-05-31,1.11,55.5,12,13.32,returned
1233,1708,22,2024-05-18,2024-05-21,2024-05-19,25.06,895.0,1,25.06,returned
1234,424,470,2024-05-22,2024-05-29,2024-05-28,1.47,73.5,6,8.82,returned
1235,1653,611,2024-05-10,2024-05-29,2024-05-27,0.29,14.25,17,4.93,returned
1236,1264,639,2024-05-24,2024-06-23,2024-07-06,0.56,24.0,43,63.08,returned
1237,1666,611,2024-05-13,2024-05-22,2024-05-21,0.1,5.25,8,0.8,returned
1238,608,448,2024-05-20,2024-05-29,2024-05-27,2.15,78.0,7,15.05,returned
1239,1513,736,2024-05-28,2024-06-12,2024-06-10,0.45,22.5,13,5.85,returned
1240,1333,325,2024-05-19,2024-06-20,2024-06-20,2.35,100.5,32,75.2,returned
1241,362,523,2024-05-17,2024-05-20,2024-05-20,2.58,129.0,3,7.74,returned
1242,1509,786,2024-05-07,2024-05-25,2024-05-23,0.61,30.75,16,9.76,returned
1243,774,2,2024-05-11,2024-05-28,,9.12,570.0,90,2955.0,not_returned
1244,480,525,2024-05-18,2024-05-24,2024-05-26,3.02,110.0,8,39.16,returned
1245,1542,428,2024-05-02,2024-05-14,2024-05-12,1.17,58.5,10,11.7,returned
1246,1017,463,2024-05-21,2024-05-23,2024-05-22,16.38,756.0,1,16.38,returned
1247,776,588,2024-05-26,2024-06-07,2024-06-07,5.78,361.25,12,69.36,returned
1248,1197,273,2024-05-04,2024-05-09,2024-05-11,13.0,600.0,7,101.0,returned
1249,1220,288,2024-05-23,2024-06-15,2024-06-14,1.77,75.75,22,38.94,returned
1250,1549,440,2024-05-05,2024-05-19,,0.84,42.0,90,730.0,not_returned
1251,589,634,2024-05-03,2024-05-08,2024-05-07,2.39,87.0,4,9.56,returned
1252,1627,592,2024-05-15,2024-05-24,2024-06-06,0.84,42.0,22,83.48,returned
1253,1627,37,2024-06-07,2024-06-23,2024-06-21,0.84,42.0,14,11.76,returned
